                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                 0.6294,                0.53408,                0.95854,                0.77346,                0.35106,                 0.4121,                0.31016,                 1.2323,                 1.7609,                 1.5067,              0.0084259,              0.0084259,              0.0084259
                    161,                0.63255,                 0.5275,                0.96012,                0.72184,                0.38053,                0.44689,                0.31804,                 1.2605,                 1.8877,                 1.5191,               0.008416,               0.008416,               0.008416
                    162,                0.62729,                0.52762,                0.95692,                0.62799,                 0.4059,                0.42538,                 0.3133,                 1.2326,                  1.866,                 1.5086,              0.0084061,              0.0084061,              0.0084061
                    163,                0.62627,                0.51508,                0.95547,                0.73861,                0.37947,                0.42927,                  0.311,                 1.2359,                 1.8762,                 1.4976,              0.0083962,              0.0083962,              0.0083962
                    164,                  0.629,                0.52426,                0.96218,                0.74483,                0.32501,                0.41722,                 0.3176,                 1.2371,                 1.9838,                 1.4958,              0.0083863,              0.0083863,              0.0083863
                    165,                0.63612,                0.52142,                0.95522,                0.69794,                0.35867,                0.40288,                0.30169,                 1.2149,                 1.9456,                  1.476,              0.0083764,              0.0083764,              0.0083764
                    166,                0.62888,                0.52822,                0.95788,                0.71444,                0.36186,                  0.415,                0.30621,                 1.2523,                 1.8795,                 1.5137,              0.0083665,              0.0083665,              0.0083665
                    167,                 0.6237,                0.51017,                0.95383,                0.71319,                0.36441,                0.41171,                0.30335,                 1.2378,                  1.956,                 1.5335,              0.0083566,              0.0083566,              0.0083566
                    168,                0.62029,                0.51285,                0.95613,                0.79407,                0.36081,                0.41841,                0.30945,                  1.225,                 1.9256,                 1.5175,              0.0083467,              0.0083467,              0.0083467
                    169,                0.63074,                 0.5232,                0.95083,                0.66756,                0.42214,                0.44374,                0.31146,                 1.2552,                 1.8832,                 1.5262,              0.0083368,              0.0083368,              0.0083368
                    170,                0.61064,                0.50128,                 0.9562,                0.69875,                0.40261,                0.42913,                 0.3153,                 1.2458,                 1.8217,                 1.5445,              0.0083269,              0.0083269,              0.0083269
                    171,                0.61461,                0.50905,                0.94826,                0.55364,                0.42408,                0.44138,                0.31377,                 1.2319,                 1.9774,                 1.5124,               0.008317,               0.008317,               0.008317
                    172,                0.61015,                 0.5054,                0.94163,                0.78921,                0.39934,                0.47934,                0.33171,                 1.2356,                 1.8125,                 1.5479,              0.0083071,              0.0083071,              0.0083071
                    173,                0.60228,                0.50304,                 0.9473,                0.64824,                0.42243,                0.42254,                0.30885,                 1.2224,                 1.9036,                 1.4993,              0.0082972,              0.0082972,              0.0082972
                    174,                0.59697,                0.49522,                0.95162,                 0.6746,                0.41928,                0.43736,                0.31467,                 1.2387,                 1.8348,                 1.5232,              0.0082873,              0.0082873,              0.0082873
                    175,                0.60679,                0.48848,                0.95326,                0.64411,                  0.388,                0.40575,                0.30131,                 1.2713,                 1.9442,                 1.5338,              0.0082774,              0.0082774,              0.0082774
                    176,                0.61362,                0.49163,                0.94869,                0.54694,                0.38847,                0.38707,                0.29269,                 1.2364,                 2.0499,                 1.4985,              0.0082675,              0.0082675,              0.0082675
                    177,                0.61554,                0.50245,                0.95336,                0.52978,                0.39695,                 0.4033,                0.30208,                 1.2459,                 1.8753,                 1.5182,              0.0082576,              0.0082576,              0.0082576
                    178,                0.60741,                0.50491,                0.94545,                0.54507,                0.44106,                0.45348,                0.31253,                 1.2399,                 1.9847,                 1.5011,              0.0082477,              0.0082477,              0.0082477
                    179,                0.60029,                0.48689,                0.94243,                0.70378,                0.39815,                0.41596,                0.31176,                 1.2578,                 1.8835,                 1.5573,              0.0082378,              0.0082378,              0.0082378
                    180,                0.58928,                0.47044,                0.94115,                0.56694,                0.41581,                0.41794,                 0.3183,                 1.2483,                 1.9262,                 1.5186,              0.0082279,              0.0082279,              0.0082279
                    181,                0.59808,                 0.4804,                0.94489,                0.63466,                0.41922,                0.46583,                0.32613,                 1.2795,                 1.8454,                  1.564,               0.008218,               0.008218,               0.008218
                    182,                0.60508,                0.50076,                0.94381,                0.64541,                0.39525,                0.41593,                0.31105,                 1.2767,                 1.9752,                 1.5447,              0.0082081,              0.0082081,              0.0082081
                    183,                0.59931,                0.49136,                 0.9401,                0.61953,                0.40293,                0.42456,                0.31474,                 1.2586,                 1.9799,                 1.5285,              0.0081982,              0.0081982,              0.0081982
                    184,                0.58324,                0.47619,                0.94111,                0.69009,                0.42341,                0.44613,                0.31306,                 1.2503,                 1.9384,                 1.5362,              0.0081883,              0.0081883,              0.0081883
                    185,                0.58493,                0.47453,                0.94236,                0.72447,                0.36871,                 0.4122,                0.30167,                 1.2704,                 1.8951,                 1.5738,              0.0081784,              0.0081784,              0.0081784
                    186,                0.59159,                0.47851,                0.93903,                0.77834,                0.37644,                0.41772,                0.31102,                 1.2895,                 1.8155,                 1.5742,              0.0081685,              0.0081685,              0.0081685
                    187,                0.59589,                 0.4761,                0.94183,                0.59441,                0.42657,                0.43491,                0.30591,                 1.2593,                 1.7882,                 1.5576,              0.0081586,              0.0081586,              0.0081586
                    188,                0.58443,                0.48301,                0.93979,                0.69891,                0.43143,                 0.4723,                0.32245,                 1.2961,                 1.8242,                 1.5597,              0.0081487,              0.0081487,              0.0081487
                    189,                0.59329,                0.48697,                0.94125,                0.70926,                 0.3854,                0.42375,                0.29298,                 1.2992,                 1.9016,                 1.5801,              0.0081388,              0.0081388,              0.0081388
                    190,                0.57472,                0.46416,                 0.9381,                0.69383,                0.39461,                0.40803,                0.30554,                 1.2911,                 1.9696,                 1.5425,              0.0081289,              0.0081289,              0.0081289
                    191,                0.60621,                0.48768,                 0.9434,                0.66585,                0.39997,                0.40736,                0.31097,                 1.3312,                 1.9625,                 1.6024,               0.008119,               0.008119,               0.008119
                    192,                0.58874,                0.47898,                0.93964,                0.67747,                0.40367,                0.40939,                0.31683,                 1.2587,                 1.9225,                 1.5492,              0.0081091,              0.0081091,              0.0081091
                    193,                0.58209,                0.45278,                 0.9383,                0.69068,                0.38869,                0.40852,                0.30374,                 1.2668,                 1.9644,                 1.5658,              0.0080992,              0.0080992,              0.0080992
                    194,                0.57921,                0.46506,                0.94457,                0.71919,                0.39521,                0.41135,                0.29874,                 1.2467,                 1.8699,                 1.5212,              0.0080893,              0.0080893,              0.0080893
                    195,                0.58758,                0.46406,                0.94267,                0.63638,                0.38476,                0.41604,                0.30265,                 1.2597,                 2.0427,                 1.5422,              0.0080794,              0.0080794,              0.0080794
                    196,                0.58583,                0.46816,                0.94186,                0.68057,                0.38259,                  0.421,                0.29842,                 1.2558,                 2.0071,                 1.5383,              0.0080695,              0.0080695,              0.0080695
                    197,                0.59003,                0.46639,                0.93712,                0.67152,                0.43748,                0.42933,                0.30472,                 1.2753,                 1.9674,                 1.5503,              0.0080596,              0.0080596,              0.0080596
                    198,                0.58194,                0.45981,                0.93647,                0.71916,                0.38319,                0.43956,                0.31553,                 1.2486,                  1.915,                 1.5163,              0.0080497,              0.0080497,              0.0080497
                    199,                0.56628,                0.45656,                0.93275,                0.70185,                0.40049,                0.43954,                0.31341,                 1.2409,                 2.0147,                 1.5376,              0.0080398,              0.0080398,              0.0080398
                    200,                 0.5801,                0.45238,                0.93664,                0.62749,                0.38328,                0.41733,                0.30355,                 1.2237,                 2.0807,                 1.4926,              0.0080299,              0.0080299,              0.0080299
                    201,                0.56201,                0.44716,                0.92875,                0.67875,                0.39022,                0.45763,                0.33867,                 1.2329,                 1.9441,                 1.5335,                0.00802,                0.00802,                0.00802
                    202,                0.55764,                 0.4444,                0.92915,                0.63429,                0.43237,                0.43659,                0.31941,                 1.2568,                 1.9381,                 1.5518,              0.0080101,              0.0080101,              0.0080101
                    203,                0.57372,                0.46571,                0.93449,                0.57944,                0.45341,                0.44103,                0.32806,                 1.2116,                 1.8036,                  1.542,              0.0080002,              0.0080002,              0.0080002
                    204,                0.56584,                0.44966,                0.93226,                0.62832,                0.41744,                0.43714,                 0.3176,                  1.256,                 1.8533,                 1.5636,              0.0079903,              0.0079903,              0.0079903
                    205,                0.57887,                0.45114,                0.92794,                0.64638,                0.44896,                0.44674,                0.32651,                 1.2671,                  1.956,                  1.581,              0.0079804,              0.0079804,              0.0079804
                    206,                0.55667,                0.44031,                0.92818,                0.56033,                 0.4001,                0.43322,                0.32022,                 1.2331,                  1.962,                 1.5266,              0.0079705,              0.0079705,              0.0079705
                    207,                0.58001,                0.47057,                0.93812,                0.60525,                0.40317,                0.43438,                0.30667,                 1.2604,                 2.0305,                 1.5376,              0.0079606,              0.0079606,              0.0079606
                    208,                0.55954,                0.44866,                0.92769,                0.61502,                0.43001,                0.44322,                0.32766,                 1.2387,                 2.0237,                  1.537,              0.0079507,              0.0079507,              0.0079507
                    209,                0.57166,                0.45764,                0.93529,                0.65891,                0.39807,                0.44714,                0.33235,                 1.2336,                 2.0114,                 1.5233,              0.0079408,              0.0079408,              0.0079408
                    210,                 0.5547,                 0.4331,                0.93073,                0.69899,                0.42603,                0.45289,                0.32608,                 1.2552,                 1.9823,                 1.5503,              0.0079309,              0.0079309,              0.0079309
                    211,                0.57086,                0.45066,                0.92475,                 0.6015,                0.45666,                0.44293,                0.31755,                 1.2767,                 1.9364,                 1.5781,               0.007921,               0.007921,               0.007921
                    212,                0.56134,                0.44581,                0.92876,                0.72572,                0.36806,                0.42454,                0.31475,                 1.2559,                  1.804,                 1.5785,              0.0079111,              0.0079111,              0.0079111
                    213,                0.55461,                0.44537,                0.92973,                0.76466,                0.38384,                 0.4475,                0.32409,                 1.2299,                 1.8689,                 1.5262,              0.0079012,              0.0079012,              0.0079012
                    214,                0.56398,                0.45056,                0.92998,                0.64865,                0.43315,                0.45623,                0.33226,                 1.2453,                 1.9002,                 1.5568,              0.0078913,              0.0078913,              0.0078913
                    215,                0.56009,                0.45382,                0.92691,                0.70266,                0.35673,                0.42818,                0.32226,                 1.2278,                 1.8254,                 1.5464,              0.0078814,              0.0078814,              0.0078814
                    216,                0.57106,                0.45228,                0.93178,                0.58656,                0.38974,                0.41102,                 0.3109,                 1.2475,                 1.9503,                 1.5566,              0.0078715,              0.0078715,              0.0078715
                      0,                 1.5226,                 4.6413,                 1.6702,                0.60456,                0.16119,                0.11423,                0.08686,                 1.4755,                 3.3141,                 1.5775,               0.070366,              0.0032927,              0.0032927
                      1,                  1.343,                 3.0758,                 1.4655,                0.63537,                0.17404,                0.17599,                0.13723,                 1.4049,                 2.8351,                 1.5553,               0.040359,              0.0066195,              0.0066195
                      2,                 1.3571,                 2.7817,                 1.4532,                0.45004,                0.27303,                0.17152,                0.12827,                 1.3873,                 3.1114,                 1.5524,               0.010346,              0.0099396,              0.0099396
                      3,                 1.4706,                 2.7908,                 1.5229,                0.53813,                0.22869,                0.17525,                0.11568,                 1.5587,                 2.9179,                  1.686,              0.0099703,              0.0099703,              0.0099703
                      4,                  1.457,                  2.565,                 1.4845,                 0.4047,                0.26609,                0.17725,                0.13327,                 1.4779,                 2.6818,                 1.6396,              0.0099703,              0.0099703,              0.0099703
                      5,                 1.4794,                 2.4816,                 1.5071,                0.51983,                0.23311,                0.18465,                0.12749,                 1.5889,                 2.8348,                 1.6793,              0.0099604,              0.0099604,              0.0099604
                      6,                 1.4505,                 2.3645,                 1.4784,                0.62161,                0.17734,                0.17978,                0.12172,                 1.4715,                 2.7513,                 1.5695,              0.0099505,              0.0099505,              0.0099505
                      7,                 1.4597,                 2.3201,                 1.4893,                 0.5652,                0.23037,                0.21225,                0.14468,                 1.4333,                 2.5139,                 1.5664,              0.0099406,              0.0099406,              0.0099406
                      8,                 1.4114,                 2.2898,                 1.4568,                0.46722,                0.25771,                0.23352,                0.15721,                 1.6343,                 2.8986,                 1.7306,              0.0099307,              0.0099307,              0.0099307
                      9,                 1.4173,                 2.2663,                 1.4632,                 0.7367,                0.22308,                0.24134,                0.17135,                 1.4227,                 2.3024,                 1.5079,              0.0099208,              0.0099208,              0.0099208
                     10,                 1.4029,                 2.1696,                 1.4423,                0.61518,                0.27065,                0.24102,                0.16553,                 1.4553,                 2.3578,                 1.5926,              0.0099109,              0.0099109,              0.0099109
                     11,                 1.3665,                 2.1595,                 1.4239,                0.44257,                0.30675,                0.22736,                0.16374,                 1.3638,                 2.3187,                 1.4895,               0.009901,               0.009901,               0.009901
                     12,                 1.3307,                  2.055,                 1.3947,                0.50167,                0.39374,                0.33321,                0.23325,                 1.3312,                 2.0652,                 1.4588,              0.0098911,              0.0098911,              0.0098911
                     13,                 1.2956,                 1.9526,                 1.3635,                0.52358,                 0.3015,                0.28246,                0.19311,                 1.4211,                 2.2622,                 1.5337,              0.0098812,              0.0098812,              0.0098812
                     14,                 1.3108,                 2.0401,                 1.4005,                0.42207,                0.25725,                0.20914,                0.13374,                 1.5746,                  2.697,                 1.6776,              0.0098713,              0.0098713,              0.0098713
                     15,                 1.2888,                 1.9567,                 1.3775,                0.43074,                0.36799,                0.30148,                0.20497,                 1.3359,                 2.2965,                 1.4912,              0.0098614,              0.0098614,              0.0098614
                     16,                 1.2621,                 1.9033,                 1.3528,                 0.5303,                0.29812,                0.28306,                0.17295,                 1.4624,                 2.3123,                 1.5789,              0.0098515,              0.0098515,              0.0098515
                     17,                 1.2832,                 1.8606,                 1.3607,                0.57699,                0.35368,                0.28668,                0.19762,                 1.3155,                  2.178,                 1.4594,              0.0098416,              0.0098416,              0.0098416
                     18,                 1.2808,                  1.883,                 1.3603,                0.53846,                0.35035,                0.28441,                 0.2005,                 1.3474,                 2.0459,                 1.4751,              0.0098317,              0.0098317,              0.0098317
                     19,                 1.2492,                 1.8276,                 1.3383,                0.58975,                0.34292,                0.29668,                0.21192,                 1.3312,                 2.0748,                 1.4644,              0.0098218,              0.0098218,              0.0098218
                     20,                  1.219,                 1.8128,                 1.3514,                0.40196,                 0.3979,                 0.3141,                0.23254,                 1.2438,                 1.9894,                 1.4263,              0.0098119,              0.0098119,              0.0098119
                     21,                 1.2245,                 1.7633,                  1.331,                0.57563,                0.37105,                0.36596,                0.24352,                 1.2682,                 2.0137,                 1.4327,               0.009802,               0.009802,               0.009802
                     22,                 1.1972,                 1.7427,                  1.306,                0.43242,                0.37871,                0.29784,                  0.198,                 1.3624,                 1.9286,                 1.4755,              0.0097921,              0.0097921,              0.0097921
                     23,                 1.1925,                 1.6963,                 1.3008,                0.54592,                0.38278,                0.34424,                0.23237,                 1.2858,                 1.9949,                 1.4329,              0.0097822,              0.0097822,              0.0097822
                     24,                 1.2126,                 1.7058,                 1.3326,                0.69425,                0.34948,                0.35876,                0.25283,                 1.2832,                  1.862,                 1.4255,              0.0097723,              0.0097723,              0.0097723
                     25,                 1.1964,                 1.6839,                 1.3001,                0.58422,                0.38825,                0.32354,                0.23398,                 1.3546,                  2.168,                 1.4941,              0.0097624,              0.0097624,              0.0097624
                     26,                 1.1614,                 1.6296,                   1.28,                0.58624,                0.42863,                0.38096,                 0.2439,                 1.2911,                 1.8688,                 1.4501,              0.0097525,              0.0097525,              0.0097525
                     27,                 1.1683,                 1.5957,                 1.2977,                0.53317,                0.38743,                0.34156,                0.24267,                 1.2346,                 1.8106,                 1.4233,              0.0097426,              0.0097426,              0.0097426
                     28,                 1.1603,                 1.5889,                 1.2712,                0.56795,                0.39962,                 0.3419,                0.24278,                 1.2447,                 1.8966,                 1.4071,              0.0097327,              0.0097327,              0.0097327
                     29,                 1.1373,                 1.5846,                 1.2736,                0.57986,                0.36753,                0.33549,                0.24686,                 1.2454,                 1.8641,                 1.4208,              0.0097228,              0.0097228,              0.0097228
                     30,                   1.15,                 1.5807,                 1.2833,                0.60088,                0.34259,                0.33262,                0.23798,                 1.3031,                 1.9177,                 1.4516,              0.0097129,              0.0097129,              0.0097129
                     31,                 1.1319,                 1.5186,                 1.2701,                0.51778,                0.38652,                0.33016,                0.23403,                  1.256,                 1.8445,                 1.4461,               0.009703,               0.009703,               0.009703
                     32,                 1.0939,                 1.5056,                 1.2445,                0.44525,                0.44753,                0.38254,                 0.2666,                 1.2773,                 1.7067,                 1.4197,              0.0096931,              0.0096931,              0.0096931
                     33,                 1.1314,                 1.5019,                 1.2714,                0.43246,                0.40212,                0.35922,                0.25219,                  1.267,                  1.731,                 1.4244,              0.0096832,              0.0096832,              0.0096832
                     34,                 1.0981,                 1.4695,                  1.232,                0.59232,                0.36982,                0.36634,                0.26096,                 1.2682,                 1.8661,                 1.4327,              0.0096733,              0.0096733,              0.0096733
                     35,                  1.114,                 1.4595,                 1.2647,                0.64869,                0.40154,                0.39923,                0.26839,                 1.2723,                 1.7775,                  1.427,              0.0096634,              0.0096634,              0.0096634
                     36,                 1.0749,                 1.4087,                 1.2282,                0.70666,                   0.39,                0.39826,                0.27978,                  1.272,                 1.6755,                 1.4273,              0.0096535,              0.0096535,              0.0096535
                     37,                 1.0749,                 1.3931,                 1.2278,                0.58977,                0.35124,                  0.384,                0.26389,                 1.2689,                 1.9455,                  1.438,              0.0096436,              0.0096436,              0.0096436
                     38,                 1.0804,                 1.3734,                 1.2234,                0.57813,                0.40311,                0.35037,                0.24468,                 1.2527,                 1.8415,                  1.418,              0.0096337,              0.0096337,              0.0096337
                     39,                 1.0817,                 1.3909,                  1.238,                0.61987,                0.39629,                0.37194,                0.26745,                  1.246,                  1.681,                 1.4062,              0.0096238,              0.0096238,              0.0096238
                     40,                 1.0532,                 1.3567,                 1.2184,                0.56075,                  0.382,                 0.3796,                0.28112,                 1.2537,                 1.8174,                 1.4173,              0.0096139,              0.0096139,              0.0096139
                     41,                 1.0721,                 1.3378,                 1.2404,                0.50481,                0.37535,                0.33195,                 0.2364,                 1.3306,                 2.1038,                 1.5244,               0.009604,               0.009604,               0.009604
                     42,                 1.0498,                 1.3331,                 1.2283,                0.50996,                0.47406,                0.40481,                0.28651,                 1.2162,                 1.6697,                 1.4025,              0.0095941,              0.0095941,              0.0095941
                     43,                 1.0333,                 1.2987,                 1.2046,                0.58391,                0.35834,                0.36038,                0.26373,                 1.2509,                 1.7381,                 1.4193,              0.0095842,              0.0095842,              0.0095842
                     44,                 1.0457,                 1.3035,                 1.2118,                0.51825,                0.41345,                 0.3846,                0.27287,                 1.2798,                 1.6475,                 1.4317,              0.0095743,              0.0095743,              0.0095743
                     45,                0.99081,                 1.2438,                 1.1899,                0.55849,                 0.4071,                0.38429,                0.27802,                 1.2689,                 1.6839,                 1.4307,              0.0095644,              0.0095644,              0.0095644
                     46,                0.99678,                 1.2163,                 1.1793,                0.56313,                0.43485,                0.40175,                0.28634,                 1.2605,                 1.5957,                 1.4292,              0.0095545,              0.0095545,              0.0095545
                     47,                 1.0115,                 1.2464,                 1.1902,                0.47385,                0.40978,                0.38795,                0.27142,                  1.229,                 1.6504,                 1.4088,              0.0095446,              0.0095446,              0.0095446
                     48,                  1.012,                 1.2319,                 1.1898,                0.51302,                 0.4786,                0.43747,                0.30306,                 1.2531,                 1.6319,                 1.4293,              0.0095347,              0.0095347,              0.0095347
                     49,                0.97502,                 1.1618,                 1.1669,                0.66697,                0.37595,                0.37842,                0.28066,                 1.2405,                 1.7132,                 1.4411,              0.0095248,              0.0095248,              0.0095248
                     50,                0.98157,                 1.1787,                 1.1837,                0.65064,                0.38184,                0.43118,                0.30702,                 1.2594,                 1.6196,                 1.4336,              0.0095149,              0.0095149,              0.0095149
                     51,                0.98354,                 1.1552,                 1.1682,                0.57632,                0.37824,                0.38065,                0.27727,                 1.2556,                 1.6848,                 1.4191,               0.009505,               0.009505,               0.009505
                     52,                0.99564,                 1.1721,                 1.1873,                0.55606,                0.42721,                0.38993,                0.27382,                 1.2776,                 1.7786,                 1.4596,              0.0094951,              0.0094951,              0.0094951
                     53,                 0.9703,                 1.1472,                 1.1656,                0.60123,                  0.403,                0.38959,                0.28038,                 1.2857,                  1.658,                 1.4554,              0.0094852,              0.0094852,              0.0094852
                     54,                0.96923,                 1.1131,                 1.1598,                0.69613,                0.38548,                0.43838,                0.31155,                 1.2249,                 1.5656,                 1.4083,              0.0094753,              0.0094753,              0.0094753
                     55,                0.96628,                 1.1111,                 1.1595,                 0.6744,                0.34869,                 0.3946,                0.28547,                  1.241,                  1.575,                 1.4292,              0.0094654,              0.0094654,              0.0094654
                     56,                0.95781,                 1.0996,                  1.153,                0.62385,                0.38096,                0.40817,                 0.2853,                 1.2603,                 1.6782,                 1.4469,              0.0094555,              0.0094555,              0.0094555
                     57,                0.95393,                 1.0594,                 1.1548,                 0.4351,                0.45703,                0.40933,                0.29899,                 1.2228,                 1.5456,                 1.4249,              0.0094456,              0.0094456,              0.0094456
                     58,                0.94136,                  1.069,                 1.1628,                0.60799,                0.41488,                0.40666,                0.31334,                 1.1601,                 1.5607,                 1.3546,              0.0094357,              0.0094357,              0.0094357
                     59,                  0.934,                 1.0425,                 1.1411,                0.61587,                0.41129,                0.40271,                0.29055,                 1.2492,                 1.6071,                 1.4186,              0.0094258,              0.0094258,              0.0094258
                     60,                 0.9472,                 1.0325,                 1.1407,                0.52393,                0.43027,                0.40558,                0.30142,                 1.2497,                 1.5781,                 1.4183,              0.0094159,              0.0094159,              0.0094159
                     61,                0.90313,                0.99214,                 1.1152,                0.59092,                 0.4074,                0.39772,                0.28817,                 1.2734,                 1.6915,                 1.4549,               0.009406,               0.009406,               0.009406
                     62,                0.91222,                 1.0034,                 1.1353,                0.65391,                0.39345,                 0.3923,                0.29119,                 1.2413,                 1.7398,                 1.4217,              0.0093961,              0.0093961,              0.0093961
                     63,                0.90127,                0.95724,                 1.1179,                0.53569,                0.42887,                0.42559,                0.31246,                 1.1975,                 1.6151,                 1.4014,              0.0093862,              0.0093862,              0.0093862
                     64,                0.91497,                0.98139,                 1.1264,                 0.4524,                0.46184,                0.40454,                0.28964,                 1.2209,                 1.6836,                 1.4047,              0.0093763,              0.0093763,              0.0093763
                     65,                0.91415,                0.98039,                 1.1194,                0.61143,                 0.4403,                0.42055,                0.29756,                 1.2407,                  1.592,                 1.4213,              0.0093664,              0.0093664,              0.0093664
                     66,                0.90554,                0.97726,                 1.1196,                0.63376,                  0.376,                0.37935,                0.27039,                 1.2707,                 1.6368,                 1.4461,              0.0093565,              0.0093565,              0.0093565
                     67,                 0.8785,                0.92922,                  1.111,                0.68816,                 0.3631,                0.41071,                 0.2878,                 1.2227,                 1.7143,                 1.4293,              0.0093466,              0.0093466,              0.0093466
                     68,                0.87146,                0.91554,                 1.0972,                0.63048,                0.42097,                0.40412,                0.29398,                 1.2747,                 1.6151,                 1.4562,              0.0093367,              0.0093367,              0.0093367
                     69,                0.88882,                0.93434,                 1.1055,                0.72055,                0.39544,                0.40971,                0.30452,                 1.2269,                 1.6861,                 1.4285,              0.0093268,              0.0093268,              0.0093268
                     70,                0.88972,                0.94798,                 1.1098,                0.37116,                0.45594,                 0.3903,                0.28333,                 1.2511,                  1.632,                 1.4514,              0.0093169,              0.0093169,              0.0093169
                     71,                0.88114,                0.93274,                 1.1091,                0.64485,                0.41844,                0.43269,                0.29896,                 1.2154,                 1.5403,                 1.4008,               0.009307,               0.009307,               0.009307
                     72,                 0.8624,                0.89751,                 1.0939,                 0.5972,                0.44632,                0.45971,                0.32353,                 1.2388,                 1.6091,                 1.4376,              0.0092971,              0.0092971,              0.0092971
                     73,                0.85995,                0.87492,                 1.0934,                0.69969,                0.39798,                0.40571,                0.28589,                 1.2708,                 1.6346,                 1.4703,              0.0092872,              0.0092872,              0.0092872
                     74,                0.85972,                0.87918,                 1.0928,                0.52657,                0.42582,                0.41399,                0.29001,                 1.2322,                 1.6221,                  1.459,              0.0092773,              0.0092773,              0.0092773
                     75,                0.86056,                0.89099,                 1.0883,                0.51875,                0.45813,                0.40062,                0.29351,                  1.284,                  1.656,                 1.4888,              0.0092674,              0.0092674,              0.0092674
                     76,                0.84863,                0.87264,                 1.0913,                0.48027,                 0.4322,                 0.3964,                0.29025,                 1.2488,                 1.6317,                 1.4436,              0.0092575,              0.0092575,              0.0092575
